_id,clusterID,siteID,stationID,spaceID,connectionTime,disconnectTime,doneChargingTime,chargingTime,standbyTime,sessionDuration,kWhDelivered,powerkW,minpowerkW
1404,0001,0001,1-1-178-823,AG-1F08,2019-10-26 12:44:13,2019-10-26 19:06:40,2019-10-26 16:36:36,03:52:23,02:30:04,06:22:27,11.426,2.9501255110091082,1.7925480454961433
1405,0001,0001,1-1-194-826,AG-1F11,2019-10-26 18:18:57,2019-10-26 20:57:38,2019-10-26 19:42:18,01:23:21,01:15:20,02:38:41,7.438,5.354289142171566,2.812393656128558
1406,0001,0001,1-1-178-817,AG-1F09,2019-10-26 18:24:17,2019-10-26 23:51:57,2019-10-26 23:52:57,05:28:40,00:01:00,05:27:40,31.825,5.809837728194726,5.827568667344862
1407,0001,0001,1-1-193-827,AG-1F02,2019-10-26 19:55:23,2019-10-26 22:53:42,2019-10-26 22:21:31,02:26:08,00:32:11,02:58:19,13.946,5.726003649635036,4.692550705673427
1408,0001,0001,1-1-178-828,AG-1F10,2019-10-26 20:45:51,2019-10-27 00:24:17,2019-10-27 00:25:16,03:39:25,00:00:59,03:38:26,22.358,6.11384732244588,6.141370364718449
1409,0001,0001,1-1-194-821,AG-1F13,2019-10-27 04:01:55,2019-10-27 07:23:25,2019-10-27 06:13:17,02:11:22,01:10:08,03:21:30,8.435,3.852575488454707,2.51166253101737
1410,0039,0002,2-39-139-28,CA-303,2019-10-27 15:12:50,2019-10-27 18:04:15,2019-10-27 18:04:11,02:51:21,00:00:04,02:51:25,19.528,6.8379340531076735,6.835274671852212
1411,0039,0002,2-39-89-25,CA-315,2019-10-27 15:34:45,2019-10-27 17:06:10,2019-10-27 16:53:49,01:19:04,00:12:21,01:31:25,3.871,2.93752107925801,2.5406745670009117
1412,0039,0002,2-39-139-28,CA-303,2019-10-27 18:11:56,2019-10-27 19:37:39,2019-10-27 19:20:14,01:08:18,00:17:25,01:25:43,6.84,6.008784773060029,4.787867003694342
1413,0039,0002,2-39-91-437,CA-317,2019-10-27 18:15:18,2019-10-28 00:26:03,2019-10-27 22:53:57,04:38:39,01:32:06,06:10:45,16.102,3.4671451641844606,2.6058530006743092
1414,0039,0002,2-39-138-29,CA-304,2019-10-27 19:26:40,2019-10-28 02:00:45,2019-10-28 00:01:56,04:35:16,01:58:49,06:34:05,16.006,3.4888350690239767,2.436946500317192
1415,0039,0002,2-39-83-386,CA-212,2019-10-28 00:15:07,2019-10-28 03:50:32,2019-10-28 03:17:06,03:01:59,00:33:26,03:35:25,9.869,3.2538144518728824,2.7488123791102517
1416,0039,0002,2-39-131-30,CA-305,2019-10-28 00:51:50,2019-10-28 01:39:55,2019-10-28 01:39:50,00:48:00,00:00:05,00:48:05,2.247,2.80875,2.8038821490467933
1417,0039,0002,2-39-139-28,CA-303,2019-10-28 01:10:26,2019-10-28 04:17:45,2019-10-28 04:17:33,03:07:07,00:00:12,03:07:19,20.738,6.649755054778659,6.642655040484029
1418,0039,0002,2-39-123-23,CA-313,2019-10-28 01:18:05,2019-10-28 03:59:07,2019-10-28 02:26:35,01:08:30,01:32:32,02:41:02,6.623,5.801167883211679,2.467687849306562
1419,0039,0002,2-39-129-17,CA-307,2019-10-28 01:40:11,2019-10-28 02:49:12,2019-10-28 02:49:04,01:08:53,00:00:08,01:09:01,7.988,6.957851439632228,6.944409562907511
1420,0039,0002,2-39-131-30,CA-305,2019-10-28 01:43:36,2019-10-28 15:42:07,2019-10-28 13:25:51,11:42:15,02:16:16,13:58:31,49.894,4.262926308294767,3.5701615948798473
1421,0001,0001,1-1-194-822,AG-1F12,2019-10-27 14:38:19,2019-10-27 17:01:10,2019-10-27 16:39:18,02:00:59,00:21:52,02:22:51,12.621,6.259209257473482,5.301085054252713
1422,0001,0001,1-1-193-825,AG-1F01,2019-10-27 14:58:55,2019-10-27 16:47:37,2019-10-27 16:48:36,01:49:41,00:00:59,01:48:42,10.996,6.015134478042851,6.069549218031279
1423,0001,0001,1-1-194-826,AG-1F11,2019-10-27 17:05:23,2019-10-27 20:28:01,2019-10-27 20:29:00,03:23:37,00:00:59,03:22:38,8.73,2.5724809691413606,2.5849646323408457
1424,0001,0001,1-1-194-821,AG-1F13,2019-10-27 17:45:00,2019-10-28 01:31:54,2019-10-27 22:52:54,05:07:54,02:39:00,07:46:54,28.034,5.462942513803182,3.602570143499679
1425,0001,0001,1-1-194-822,AG-1F12,2019-10-27 18:00:04,2019-10-28 02:31:07,2019-10-27 19:55:05,01:55:01,06:36:02,08:31:03,10.513,5.484248659614549,1.2342823598473731
1426,0001,0001,1-1-193-819,AG-1F06,2019-10-27 18:08:31,2019-10-28 07:29:00,2019-10-27 23:31:08,05:22:37,07:57:52,13:20:29,31.102,5.784326083587333,2.3312415415686356
1427,0001,0001,1-1-178-828,AG-1F10,2019-10-27 19:44:14,2019-10-27 23:48:45,2019-10-27 22:58:54,03:14:40,00:49:51,04:04:31,7.53,2.320890410958904,1.8477268079885487
1428,0001,0001,1-1-178-817,AG-1F09,2019-10-27 21:12:05,2019-10-28 01:00:15,2019-10-28 01:01:14,03:49:09,00:00:59,03:48:10,23.529,6.1607680558586075,6.187319211102995
1429,0001,0001,1-1-178-824,AG-1F07,2019-10-27 21:39:20,2019-10-27 22:57:14,2019-10-27 22:58:13,01:18:53,00:00:59,01:17:54,7.8,5.932812169871118,6.007702182284981
1430,0001,0001,1-1-194-826,AG-1F11,2019-10-27 22:45:05,2019-10-28 01:09:18,2019-10-28 01:10:18,02:25:13,00:01:00,02:24:13,10.603,4.380902100309882,4.4112793250895646
1431,0001,0001,1-1-178-817,AG-1F09,2019-10-28 02:50:16,2019-10-28 05:24:05,2019-10-28 05:25:04,02:34:48,00:00:59,02:33:49,15.681,6.077906976744186,6.116762379456062
1432,0102,0019,19-102-260-1635,01,2019-10-28 14:15:23,2019-10-28 23:27:56,2019-10-28 16:33:30,02:18:07,06:54:26,09:12:33,14.33,6.225171956075781,1.5560582752692065
1433,0102,0019,19-102-260-1633,02,2019-10-28 14:49:39,2019-10-28 22:49:46,2019-10-28 20:49:22,05:59:43,02:00:24,08:00:07,31.066,5.1817448918130005,3.882306383865033
1434,0102,0019,19-102-260-1634,03,2019-10-28 15:28:03,2019-10-28 20:15:56,2019-10-28 20:15:47,04:47:44,00:00:09,04:47:53,11.603,2.4195319740500465,2.4182712904533084
1435,0102,0019,19-102-260-1638,04,2019-10-28 16:03:17,2019-10-28 19:46:59,2019-10-28 17:41:47,01:38:30,02:05:12,03:43:42,4.86,2.9604060913705585,1.3035315154224407
1436,0102,0019,19-102-260-1636,06,2019-10-28 18:44:51,2019-10-29 00:39:55,2019-10-28 23:41:35,04:56:44,00:58:20,05:55:04,29.045,5.872949898899123,4.908092377018401
1437,0102,0019,19-102-260-1640,08,2019-10-28 19:43:06,2019-10-29 03:53:03,2019-10-29 03:52:55,08:09:49,00:00:08,08:09:57,28.718,3.5178059818299365,3.516848658026329
1438,0102,0019,19-102-260-1639,05,2019-10-28 19:45:38,2019-10-28 23:43:12,2019-10-28 23:43:07,03:57:29,00:00:05,03:57:34,22.039,5.568138114955436,5.566184930545813
1439,0039,0002,2-39-139-28,CA-303,2019-10-28 15:10:00,2019-10-29 00:28:00,2019-10-28 16:54:17,01:44:17,07:33:43,09:18:00,5.975,3.437749720313249,0.6424731182795698
1440,0039,0002,2-39-125-21,CA-311,2019-10-28 15:30:20,2019-10-29 00:42:22,2019-10-28 16:57:52,01:27:32,07:44:30,09:12:02,4.594,3.148971820258949,0.49931767405349925
1441,0039,0002,2-39-89-25,CA-315,2019-10-28 15:40:51,2019-10-29 00:22:44,2019-10-28 18:49:01,03:08:10,05:33:43,08:41:53,18.624,5.9385651018600525,2.1411682048989236
1442,0039,0002,2-39-138-29,CA-304,2019-10-28 15:47:39,2019-10-29 00:59:41,2019-10-28 16:35:27,00:47:48,08:24:14,09:12:02,2.064,2.590794979079498,0.22433427933095829
1443,0039,0002,2-39-91-437,CA-317,2019-10-28 15:49:02,2019-10-28 18:08:00,2019-10-28 16:40:27,00:51:25,01:27:33,02:18:58,4.482,5.230210696920584,1.9351403214200047
1444,0039,0002,2-39-123-23,CA-313,2019-10-28 15:51:44,2019-10-29 02:08:00,2019-10-28 16:43:53,00:52:09,09:24:07,10:16:16,2.017,2.3206136145733463,0.1963760276936391
1445,0039,0002,2-39-78-363,CA-320,2019-10-28 15:53:04,2019-10-28 20:36:14,2019-10-28 20:36:02,04:42:58,00:00:12,04:43:10,13.904,2.948191777594534,2.946109476162449
1446,0039,0002,2-39-79-382,CA-491,2019-10-28 15:55:37,2019-10-28 23:28:51,2019-10-28 22:04:43,06:09:06,01:24:08,07:33:14,25.291,4.111243565429423,3.3480767816430093
1447,0039,0002,2-39-129-17,CA-307,2019-10-28 15:56:26,2019-10-29 00:04:25,2019-10-28 18:01:48,02:05:22,06:02:37,08:07:59,6.337,3.0328636001063543,0.7791659551214181
1448,0039,0002,2-39-79-376,CA-324,2019-10-28 16:02:04,2019-10-29 00:06:12,2019-10-28 16:29:39,00:27:35,07:36:33,08:04:08,1.315,2.8604229607250757,0.1629716331589094
1449,0039,0002,2-39-79-379,CA-327,2019-10-28 16:07:57,2019-10-28 23:15:11,2019-10-28 19:44:10,03:36:13,03:31:01,07:07:14,18.665,5.179526709319355,2.621284231879535
1450,0039,0002,2-39-92-442,CA-498,2019-10-28 16:12:26,2019-10-29 02:29:08,2019-10-29 01:23:46,09:11:20,01:05:22,10:16:42,27.884,3.0345344619105203,2.7128911950705366
1451,0039,0002,2-39-79-377,CA-325,2019-10-28 16:17:37,2019-10-29 00:39:08,2019-10-28 17:19:56,01:02:19,07:19:12,08:21:31,6.484,6.242952661139342,0.7757269615499651
1452,0039,0002,2-39-88-24,CA-314,2019-10-28 16:35:28,2019-10-29 19:17:14,2019-10-29 13:38:51,21:03:23,05:38:23,02:41:46,12.169,0.5779243565558091,0.45583418308950535
1453,0039,0002,2-39-78-365,CA-321,2019-10-28 16:42:21,2019-10-29 01:59:21,2019-10-28 22:59:25,06:17:04,02:59:56,09:17:00,13.599,2.1639144271570014,1.464883303411131
1454,0039,0002,2-39-90-440,CA-500,2019-10-28 16:43:51,2019-10-29 00:15:32,2019-10-28 19:22:59,02:39:08,04:52:33,07:31:41,4.946,1.8648512777545037,0.6570089664588022
1455,0039,0002,2-39-79-380,CA-489,2019-10-28 16:46:29,2019-10-28 23:44:31,2019-10-28 23:33:41,06:47:12,00:10:50,06:58:02,5.519,0.8132121807465619,0.792137788055179
1456,0039,0002,2-39-90-26,CA-316,2019-10-28 16:48:39,2019-10-28 21:16:49,2019-10-28 19:10:20,02:21:41,02:06:29,04:28:10,10.08,4.268674273614868,2.2553138595400872
1457,0039,0002,2-39-95-444,CA-497,2019-10-28 16:54:47,2019-10-29 00:28:50,2019-10-28 20:33:53,03:39:06,03:54:57,07:34:03,24.958,6.834687357371062,3.298050875454245
1458,0039,0002,2-39-124-22,CA-312,2019-10-28 17:16:40,2019-10-29 00:59:50,2019-10-29 00:59:46,07:43:06,00:00:04,07:43:10,52.224,6.7662275966313965,6.765253688377114
1459,0039,0002,2-39-92-436,CA-318,2019-10-28 17:19:57,2019-10-29 01:10:02,2019-10-28 22:59:14,05:39:17,02:10:48,07:50:05,11.9,2.1044358206022498,1.5188796312710513
1460,0039,0002,2-39-79-383,CA-492,2019-10-28 17:45:30,2019-10-29 02:04:39,2019-10-28 23:46:07,06:00:37,02:18:32,08:19:09,39.87,6.633636825807644,4.792547330461785
1461,0039,0002,2-39-78-367,CA-494,2019-10-28 18:03:02,2019-10-28 21:19:56,2019-10-28 19:42:44,01:39:42,01:37:12,03:16:54,10.743,6.465195586760281,3.273641442356526
1462,0039,0002,2-39-91-441,CA-499,2019-10-28 18:19:16,2019-10-29 03:14:05,2019-10-28 20:15:42,01:56:26,06:58:23,08:54:49,11.809,6.085370741482966,1.3248278226183428
1463,0039,0002,2-39-88-438,CA-502,2019-10-28 18:54:52,2019-10-28 23:28:29,2019-10-28 23:09:10,04:14:18,00:19:19,04:33:37,19.892,4.693354305937868,4.36201498446732
1464,0039,0002,2-39-126-20,CA-310,2019-10-28 19:45:28,2019-10-29 01:06:42,2019-10-28 21:46:22,02:00:54,03:20:20,05:21:14,6.649,3.2997518610421834,1.2419010065373042
1465,0039,0002,2-39-79-378,CA-326,2019-10-28 20:32:30,2019-10-28 22:22:32,2019-10-28 21:52:34,01:20:04,00:29:58,01:50:02,1.141,0.8550374687760199,0.6221750984550136
1466,0039,0002,2-39-78-363,CA-320,2019-10-28 20:53:28,2019-10-29 00:08:30,2019-10-28 20:53:34,00:00:06,03:14:56,03:15:02,0.6000597371565385,360.03584229392305,0.18460220934571342
1467,0039,0002,2-39-78-367,CA-494,2019-10-28 21:45:37,2019-10-28 22:25:30,2019-10-28 22:25:28,00:39:51,00:00:02,00:39:53,4.05,6.097867001254705,6.092770580860844
1468,0039,0002,2-39-78-364,CA-495,2019-10-28 22:05:00,2019-10-28 22:51:23,2019-10-28 22:35:23,00:30:23,00:16:00,00:46:23,0.799,1.577838727372463,1.0335609054976644
1469,0039,0002,2-39-78-366,CA-323,2019-10-28 22:41:41,2019-10-29 00:21:47,2019-10-29 00:20:54,01:39:13,00:00:53,01:40:06,2.693,1.6285570300688728,1.6141858141858143
1470,0039,0002,2-39-78-367,CA-494,2019-10-28 22:43:24,2019-10-28 22:50:16,2019-10-28 22:50:12,00:06:48,00:00:04,00:06:52,0.657,5.7970588235294125,5.7407766990291265
1471,0039,0002,2-39-90-26,CA-316,2019-10-28 22:53:30,2019-10-28 23:16:37,2019-10-28 23:16:29,00:22:59,00:00:08,00:23:07,2.532,6.610007251631617,6.571881759192502
1472,0039,0002,2-39-90-26,CA-316,2019-10-28 23:55:14,2019-10-29 01:41:42,2019-10-29 00:20:46,00:25:32,01:20:56,01:46:28,1.164,2.7352480417754568,0.6559799624295554
1473,0039,0002,2-39-139-28,CA-303,2019-10-29 01:53:55,2019-10-29 03:34:51,2019-10-29 03:34:47,01:40:52,00:00:04,01:40:56,11.544,6.866886979510906,6.8623513870541615
1474,0039,0002,2-39-131-30,CA-305,2019-10-29 01:59:37,2019-10-29 03:32:29,2019-10-29 03:32:25,01:32:48,00:00:04,01:32:52,4.116,2.661206896551724,2.6592964824120604
1475,0039,0002,2-39-79-379,CA-327,2019-10-29 02:03:31,2019-10-29 05:01:54,2019-10-29 05:01:45,02:58:14,00:00:09,02:58:23,20.219,6.806470918271929,6.800747453984865
1476,0001,0001,1-1-194-821,AG-1F13,2019-10-28 10:53:35,2019-10-28 20:24:51,2019-10-28 13:46:31,02:52:56,06:38:20,09:31:16,9.461,3.282536622976099,0.9936865445209476
1477,0001,0001,1-1-178-817,AG-1F09,2019-10-28 11:51:19,2019-10-29 00:17:53,2019-10-29 00:18:52,12:27:33,00:00:59,12:26:34,59.412,4.768537221590529,4.774818055989641
1478,0001,0001,1-1-178-828,AG-1F10,2019-10-28 12:04:21,2019-10-28 21:35:17,2019-10-28 14:26:01,02:21:40,07:09:16,09:30:56,6.232,2.639435294117647,0.6549276039234002
1479,0001,0001,1-1-178-823,AG-1F08,2019-10-28 12:07:17,2019-10-28 22:06:32,2019-10-28 14:28:10,02:20:53,07:38:22,09:59:15,12.368,5.267337040104105,1.2383479349186484
1480,0001,0001,1-1-194-822,AG-1F12,2019-10-28 12:24:43,2019-10-28 21:04:57,2019-10-28 21:02:40,08:37:57,00:02:17,08:40:14,49.011,5.677497827975674,5.652578970974563
1481,0001,0001,1-1-191-789,AG-4F52,2019-10-28 12:40:37,2019-10-28 23:18:33,2019-10-28 14:46:12,02:05:35,08:32:21,10:37:56,5.771,2.75721300597213,0.5427839899676038
1482,0001,0001,1-1-193-819,AG-1F06,2019-10-28 12:45:30,2019-10-28 22:33:31,2019-10-28 17:30:33,04:45:03,05:02:58,09:48:01,10.634,2.238344150149097,1.0850712848275277
1483,0001,0001,1-1-193-829,AG-1F03,2019-10-28 13:00:48,2019-10-28 22:38:28,2019-10-28 15:21:45,02:20:57,07:16:43,09:37:40,6.528,2.778857750975523,0.6780380842469705
1484,0001,0001,1-1-193-825,AG-1F01,2019-10-28 13:01:05,2019-10-28 22:52:27,2019-10-28 15:53:37,02:52:32,06:58:50,09:51:22,14.354,4.991731066460587,1.456355335099487
1485,0001,0001,1-1-179-791,AG-3F26,2019-10-28 13:02:01,2019-10-28 16:38:02,2019-10-28 16:18:43,03:16:42,00:19:19,03:36:01,7.345,2.2404677173360446,2.0401203610832495
1486,0001,0001,1-1-191-785,AG-4F48,2019-10-28 13:04:30,2019-10-28 23:56:30,2019-10-28 16:12:52,03:08:22,07:43:38,10:52:00,8.168,2.601734206335162,0.7516564417177913
1487,0001,0001,1-1-193-820,AG-1F04,2019-10-28 13:27:03,2019-10-28 16:50:08,2019-10-28 16:51:03,03:24:00,00:00:55,03:23:05,11.613,3.4155882352941176,3.4310053344275744
1488,0001,0001,1-1-193-827,AG-1F02,2019-10-28 13:27:08,2019-10-29 00:12:30,2019-10-28 21:46:22,08:19:14,02:26:08,10:45:22,41.974,5.044615076450557,3.902339755177935
1489,0001,0001,1-1-179-787,AG-3F16,2019-10-28 13:31:51,2019-10-28 22:38:57,2019-10-28 17:37:17,04:05:26,05:01:40,09:07:06,8.334,2.0373760695368737,0.9139828184975324
1490,0001,0001,1-1-179-810,AG-3F30,2019-10-28 13:32:23,2019-10-28 19:30:25,2019-10-28 19:31:23,05:59:00,00:00:58,05:58:02,33.498,5.598551532033426,5.613667256307606
1491,0001,0001,1-1-179-799,AG-3F25,2019-10-28 13:32:52,2019-10-28 23:27:51,2019-10-28 18:37:10,05:04:18,04:50:41,09:54:59,28.609,5.640946434439698,2.8850219894114684
1492,0001,0001,1-1-179-796,AG-3F24,2019-10-28 13:32:58,2019-10-28 23:22:18,2019-10-28 19:01:18,05:28:20,04:21:00,09:49:20,13.314,2.4330152284263957,1.355497737556561
1493,0001,0001,1-1-191-804,AG-4F34,2019-10-28 13:34:40,2019-10-28 23:07:55,2019-10-28 21:13:06,07:38:26,01:54:49,09:33:15,39.316,5.145699120191958,4.115063235935456
1494,0001,0001,1-1-179-809,AG-3F27,2019-10-28 13:38:05,2019-10-28 21:17:18,2019-10-28 15:28:33,01:50:28,05:48:45,07:39:13,10.941,5.942607121303561,1.4295212862483215
1495,0001,0001,1-1-179-815,AG-3F33,2019-10-28 13:38:10,2019-10-28 23:15:44,2019-10-28 20:29:31,06:51:21,02:46:13,09:37:34,15.507,2.2618694542360522,1.610930917065851
1496,0001,0001,1-1-179-788,AG-3F22,2019-10-28 13:40:42,2019-10-29 00:06:22,2019-10-28 17:21:39,03:40:57,06:44:43,10:25:40,11.142,3.0256619144602848,1.0684922749067662
1497,0001,0001,1-1-179-781,AG-3F31,2019-10-28 13:40:49,2019-10-28 23:53:47,2019-10-28 16:46:17,03:05:28,07:07:30,10:12:58,10.044,3.249317038102085,0.9831529718853663
1498,0001,0001,1-1-178-824,AG-1F07,2019-10-28 13:41:19,2019-10-29 01:27:29,2019-10-29 00:28:07,10:46:48,00:59:22,11:46:10,8.002,0.742300556586271,0.6798961529383999
1499,0001,0001,1-1-194-826,AG-1F11,2019-10-28 13:46:19,2019-10-28 23:52:08,2019-10-28 23:46:17,09:59:58,00:05:51,10:05:49,1.264,0.12640702261236736,0.1251863875209772
1500,0001,0001,1-1-179-798,AG-3F18,2019-10-28 13:48:07,2019-10-28 23:29:10,2019-10-28 18:40:07,04:52:00,04:49:03,09:41:03,11.435,2.3496575342465755,1.180793391274417
1501,0001,0001,1-1-179-794,AG-3F20,2019-10-28 13:50:58,2019-10-28 23:42:51,2019-10-28 18:10:04,04:19:06,05:32:47,09:51:53,13.993,3.240370513315322,1.4184890040266946
1502,0001,0001,1-1-179-800,AG-3F32,2019-10-28 13:52:15,2019-10-28 22:14:18,2019-10-28 20:20:53,06:28:38,01:53:25,08:22:03,38.619,5.962278068444978,4.615357036151778
1503,0001,0001,1-1-179-797,AG-3F23,2019-10-28 13:53:14,2019-10-28 23:34:49,2019-10-28 19:31:40,05:38:26,04:03:09,09:41:35,22.989,4.075662365803211,2.3716979509958445
1504,0001,0001,1-1-193-816,AG-1F05,2019-10-28 13:56:18,2019-10-29 00:54:12,2019-10-28 16:02:09,02:05:51,08:52:03,10:57:54,5.706,2.7203814064362337,0.5203830369357045
1505,0001,0001,1-1-179-777,AG-3F28,2019-10-28 13:57:21,2019-10-28 22:58:06,2019-10-28 22:03:26,08:06:05,00:54:40,09:00:45,40.007,4.93828904508829,4.439056865464632
1506,0001,0001,1-1-191-782,AG-4F50,2019-10-28 14:01:28,2019-10-28 22:17:56,2019-10-28 18:00:05,03:58:37,04:17:51,08:16:28,6.066,1.5252916113710973,0.7331005774137236
1507,0001,0001,1-1-179-801,AG-3F21,2019-10-28 14:01:39,2019-10-28 23:09:05,2019-10-28 21:29:35,07:27:56,01:39:30,09:07:26,45.971,6.157746688495312,5.038531328015588
1508,0001,0001,1-1-179-790,AG-3F19,2019-10-28 14:03:34,2019-10-29 01:19:05,2019-10-28 20:16:42,06:13:08,05:02:23,11:15:31,12.519,2.0130605681615155,1.1119488786361056
1509,0001,0001,1-1-179-779,AG-3F17,2019-10-28 14:08:08,2019-10-28 23:39:00,2019-10-28 20:44:06,06:35:58,02:54:54,09:30:52,15.722,2.382321744254567,1.6524348943127407
1510,0001,0001,1-1-179-813,AG-3F15,2019-10-28 14:08:56,2019-10-28 18:58:43,2019-10-28 18:36:19,04:27:23,00:22:24,04:49:47,11.585,2.599638471607555,2.3986886754471732
1511,0001,0001,1-1-179-783,AG-3F29,2019-10-28 14:12:53,2019-10-28 22:07:49,2019-10-28 20:40:08,06:27:15,01:27:41,07:54:56,11.912,1.845629438347321,1.5048848961257721
1512,0001,0001,1-1-191-802,AG-4F44,2019-10-28 14:14:43,2019-10-29 00:23:29,2019-10-28 23:47:07,09:32:24,00:36:22,10:08:46,21.758,2.280712788259958,2.1444669550457207
1513,0001,0001,1-1-191-803,AG-4F49,2019-10-28 14:16:40,2019-10-28 23:17:40,2019-10-28 20:05:37,05:48:57,03:12:03,09:01:00,35.517,6.106949419687635,3.9390388170055455
1514,0001,0001,1-1-191-812,AG-4F46,2019-10-28 14:22:54,2019-10-28 23:43:16,2019-10-28 23:44:15,09:21:21,00:00:59,09:20:22,33.231,3.5519016656275055,3.558134554755815
1515,0001,0001,1-1-191-808,AG-4F35,2019-10-28 14:23:42,2019-10-29 00:01:04,2019-10-28 20:00:14,05:36:32,04:00:50,09:37:22,13.314,2.373732171156894,1.3835921713526933
1516,0001,0001,1-1-191-795,AG-4F51,2019-10-28 14:23:52,2019-10-28 23:22:38,2019-10-28 22:38:26,08:14:34,00:44:12,08:58:46,32.778,3.97657208330525,3.6503371898781163
1517,0001,0001,1-1-191-807,AG-4F47,2019-10-28 14:28:45,2019-10-28 18:54:36,2019-10-28 17:43:05,03:14:20,01:11:31,04:25:51,18.71,5.776672384219554,4.22268196351326
1518,0001,0001,1-1-191-780,AG-4F45,2019-10-28 14:29:20,2019-10-29 00:08:17,2019-10-28 23:44:46,09:15:26,00:23:31,09:38:57,45.025,4.86377002940647,4.6662060626997155
1519,0001,0001,1-1-191-805,AG-4F39,2019-10-28 14:30:14,2019-10-28 23:58:33,2019-10-28 18:47:14,04:17:00,05:11:19,09:28:19,14.238,3.324046692607004,1.503176046218364
1520,0001,0001,1-1-191-792,AG-4F37,2019-10-28 14:30:29,2019-10-29 00:21:51,2019-10-28 19:44:38,05:14:09,04:37:13,09:51:22,15.64,2.987108069393602,1.5868327602728143
1521,0001,0001,1-1-191-778,AG-4F43,2019-10-28 14:30:54,2019-10-29 00:24:22,2019-10-28 19:54:38,05:23:44,04:29:44,09:53:28,8.446,1.5653624382207578,0.8538980004493372
1522,0001,0001,1-1-191-811,AG-4F42,2019-10-28 14:31:13,2019-10-29 01:05:12,2019-10-28 16:26:49,01:55:36,08:38:23,10:33:59,3.247,1.6852941176470586,0.3072951444570046
1523,0001,0001,1-1-191-784,AG-4F40,2019-10-28 14:40:43,2019-10-28 18:34:59,2019-10-28 15:34:46,00:54:03,03:00:13,03:54:16,2.069,2.2967622571692874,0.5299089356858281
1524,0001,0001,1-1-191-806,AG-4F41,2019-10-28 14:41:39,2019-10-29 01:05:39,2019-10-28 20:57:00,06:15:21,04:08:39,10:24:00,5.009,0.8006926868256294,0.4816346153846154
1525,0001,0001,1-1-191-786,AG-4F36,2019-10-28 14:42:33,2019-10-28 18:36:10,2019-10-28 17:10:40,02:28:07,01:25:30,03:53:37,8.19,3.3176550016878585,2.103445815795106
1526,0001,0001,1-1-191-793,AG-4F38,2019-10-28 14:42:52,2019-10-29 00:31:56,2019-10-28 22:08:54,07:26:02,02:23:02,09:49:04,33.927,4.5638293102159775,3.455669986419194
1527,0001,0001,1-1-179-791,AG-3F26,2019-10-28 16:50:26,2019-10-29 00:08:15,2019-10-28 21:53:53,05:03:27,02:14:22,07:17:49,12.028,2.378250123578843,1.6483611861890441
1528,0001,0001,1-1-193-820,AG-1F04,2019-10-28 16:56:54,2019-10-29 00:53:15,2019-10-28 17:14:10,00:17:16,07:39:05,07:56:21,0.613,2.13011583011583,0.07721213393513172
1529,0001,0001,1-1-191-784,AG-4F40,2019-10-28 18:41:45,2019-10-29 02:43:30,2019-10-28 23:58:31,05:16:46,02:44:59,08:01:45,30.739,5.822392928548879,3.8284172288531395
1530,0001,0001,1-1-191-786,AG-4F36,2019-10-28 18:43:43,2019-10-28 23:57:52,2019-10-28 23:58:51,05:15:08,00:00:59,05:14:09,30.767,5.857901417389464,5.876237466178577
1531,0001,0001,1-1-191-807,AG-4F47,2019-10-28 18:59:20,2019-10-29 01:06:56,2019-10-28 22:21:45,03:22:25,02:45:11,06:07:36,20.483,6.071535611362701,3.343253536452666
1532,0001,0001,1-1-179-813,AG-3F15,2019-10-28 19:04:29,2019-10-28 23:30:41,2019-10-28 23:20:18,04:15:49,00:10:23,04:26:12,25.27,5.926900775294807,5.695717505634861
1533,0001,0001,1-1-179-810,AG-3F30,2019-10-28 19:42:56,2019-10-29 00:23:15,2019-10-29 00:24:14,04:41:18,00:00:59,04:40:19,29.407,6.272378243867757,6.2943813544205955
1534,0001,0001,1-1-194-821,AG-1F13,2019-10-28 20:27:21,2019-10-29 00:18:12,2019-10-28 22:06:00,01:38:39,02:12:12,03:50:51,9.036,5.4957932083122145,2.348538011695906
1535,0001,0001,1-1-179-809,AG-3F27,2019-10-28 21:23:16,2019-10-28 23:59:43,2019-10-29 00:00:42,02:37:26,00:00:59,02:36:27,13.965,5.322252805420284,5.355704697986577
1536,0001,0001,1-1-194-822,AG-1F12,2019-10-28 21:25:39,2019-10-28 23:52:50,2019-10-28 23:53:49,02:28:10,00:00:59,02:27:11,12.665,5.1286839145106855,5.162948703431094
1537,0001,0001,1-1-178-828,AG-1F10,2019-10-28 21:45:48,2019-10-29 03:33:58,2019-10-29 03:02:07,05:16:19,00:31:51,05:48:10,31.101,5.8993413773117656,5.3596744853997125
1538,0001,0001,1-1-178-823,AG-1F08,2019-10-28 22:16:55,2019-10-29 00:24:43,2019-10-29 00:06:16,01:49:21,00:18:27,02:07:48,10.686,5.863374485596708,5.016901408450704
1539,0001,0001,1-1-179-800,AG-3F32,2019-10-28 22:27:30,2019-10-29 00:34:00,2019-10-29 00:34:59,02:07:29,00:00:59,02:06:30,6.011,2.829075696169434,2.851067193675889
1540,0001,0001,1-1-193-819,AG-1F06,2019-10-28 22:36:44,2019-10-29 00:25:38,2019-10-29 00:26:37,01:49:53,00:00:59,01:48:54,4.664,2.546701046564538,2.56969696969697
